Updated On,State,Total Individuals Registered,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,Total Individuals Vaccinated,Total Doses Administered
24/01/2021,Karnataka,463280.0,6385.0,3748.0,93426.0,0.0,31342.0,62056.0,28.0,889.0,92537.0,93426.0,93426
25/01/2021,Karnataka,494804.0,6782.0,3884.0,138721.0,0.0,43880.0,94811.0,30.0,1186.0,137535.0,138721.0,138721
26/01/2021,Karnataka,500094.0,7473.0,4122.0,140856.0,0.0,44244.0,96582.0,30.0,1407.0,139449.0,140856.0,140856
27/01/2021,Karnataka,526515.0,8018.0,4235.0,196089.0,0.0,59653.0,136401.0,35.0,2208.0,193881.0,196089.0,196089
28/01/2021,Karnataka,548305.0,8574.0,4347.0,215875.0,0.0,67383.0,148457.0,35.0,2738.0,213137.0,215875.0,215875
29/01/2021,Karnataka,566548.0,8839.0,4371.0,234619.0,0.0,74482.0,160102.0,35.0,2912.0,231707.0,234619.0,234619
30/01/2021,Karnataka,583876.0,8951.0,4391.0,246438.0,0.0,79670.0,166730.0,38.0,3230.0,243208.0,246438.0,246438
31/01/2021,Karnataka,586666.0,9027.0,4393.0,247613.0,0.0,80048.0,167527.0,38.0,3237.0,244376.0,247613.0,247613
01/02/2021,Karnataka,593550.0,9098.0,4408.0,249931.0,0.0,80913.0,168980.0,38.0,3237.0,246694.0,249931.0,249931
02/02/2021,Karnataka,594989.0,9273.0,4455.0,250715.0,0.0,81212.0,169465.0,38.0,3237.0,247478.0,250715.0,250715
03/02/2021,Karnataka,595853.0,9830.0,4554.0,251723.0,0.0,81635.0,170050.0,38.0,3237.0,248486.0,251723.0,251723
04/02/2021,Karnataka,611156.0,10732.0,4689.0,265577.0,0.0,86565.0,178974.0,38.0,3347.0,262230.0,265577.0,265577
05/02/2021,Karnataka,648142.0,11583.0,4794.0,295307.0,0.0,95612.0,199636.0,59.0,3611.0,291696.0,295307.0,295307
06/02/2021,Karnataka,695453.0,12094.0,4900.0,321521.0,0.0,103745.0,217707.0,69.0,3960.0,317561.0,321521.0,321521
07/02/2021,Karnataka,705105.0,12737.0,5064.0,325554.0,0.0,105648.0,219837.0,69.0,4641.0,320913.0,325554.0,325554
08/02/2021,Karnataka,736349.0,13474.0,5173.0,350327.0,0.0,121975.0,228283.0,69.0,4714.0,345613.0,350327.0,350327
09/02/2021,Karnataka,775151.0,14071.0,5259.0,379152.0,0.0,142146.0,236937.0,69.0,4754.0,374398.0,379152.0,379152
10/02/2021,Karnataka,799782.0,14562.0,5326.0,403105.0,0.0,160426.0,242606.0,73.0,4760.0,398345.0,403105.0,403105
11/02/2021,Karnataka,824642.0,15207.0,5443.0,415241.0,0.0,169589.0,245579.0,73.0,4772.0,410469.0,415241.0,415241
12/02/2021,Karnataka,861599.0,15543.0,5492.0,430303.0,0.0,179657.0,250572.0,74.0,4782.0,425521.0,430303.0,430303
13/02/2021,Karnataka,888365.0,15719.0,5547.0,435670.0,15.0,183096.0,252500.0,74.0,4782.0,430888.0,435670.0,435685
14/02/2021,Karnataka,890485.0,16274.0,5560.0,435820.0,15.0,183220.0,252526.0,74.0,4782.0,431038.0,435820.0,435835
15/02/2021,Karnataka,916894.0,17101.0,5594.0,451537.0,11301.0,190356.0,261104.0,77.0,5059.0,446478.0,451537.0,462838
16/02/2021,Karnataka,946010.0,18099.0,5614.0,473092.0,28526.0,197243.0,275768.0,81.0,5293.0,467799.0,473092.0,501618
17/02/2021,Karnataka,983100.0,18868.0,5644.0,505305.0,54739.0,205586.0,299633.0,86.0,5607.0,499698.0,505305.0,560044
18/02/2021,Karnataka,930404.0,19974.0,5673.0,472428.0,65249.0,203839.0,268504.0,85.0,5433.0,466995.0,472428.0,537677
19/02/2021,Karnataka,1019661.0,20768.0,5706.0,535611.0,101757.0,222648.0,312875.0,88.0,5833.0,529778.0,535611.0,637368
20/02/2021,Karnataka,1022011.0,21643.0,5735.0,546779.0,117081.0,230000.0,316691.0,88.0,5873.0,540906.0,546779.0,663860
21/02/2021,Karnataka,1022262.0,25428.0,5842.0,547587.0,117993.0,230535.0,316962.0,90.0,5873.0,541714.0,547587.0,665580
22/02/2021,Karnataka,1023384.0,27219.0,5866.0,560544.0,144539.0,238783.0,321671.0,90.0,5965.0,554579.0,560544.0,705083
23/02/2021,Karnataka,1024020.0,27768.0,5878.0,575708.0,163084.0,248773.0,326853.0,82.0,6079.0,569629.0,575708.0,738792
24/02/2021,Karnataka,1024950.0,28762.0,5890.0,592088.0,185306.0,259552.0,332454.0,82.0,6250.0,585838.0,592088.0,777394
25/02/2021,Karnataka,1026719.0,30150.0,5908.0,601961.0,200140.0,266242.0,335637.0,82.0,6321.0,595640.0,601961.0,802101
26/02/2021,Karnataka,918743.0,30377.0,5911.0,611335.0,221690.0,272970.0,338283.0,82.0,6374.0,604961.0,611335.0,833025
27/02/2021,Karnataka,918743.0,30377.0,5911.0,611335.0,221690.0,272970.0,338283.0,82.0,6374.0,604961.0,611335.0,833025
28/02/2021,Karnataka,918743.0,30421.0,5915.0,611335.0,221690.0,272970.0,338283.0,82.0,6374.0,604961.0,611335.0,833025
01/03/2021,Karnataka,918743.0,31389.0,5974.0,611335.0,221690.0,272970.0,338283.0,82.0,6374.0,604961.0,611335.0,833025
02/03/2021,Karnataka,928587.0,32414.0,5990.0,621289.0,224437.0,279192.0,342014.0,83.0,6415.0,614874.0,621289.0,845726
03/03/2021,Karnataka,940607.0,33347.0,6002.0,633181.0,227236.0,286197.0,346903.0,81.0,6447.0,626734.0,633181.0,860417
04/03/2021,Karnataka,953059.0,34949.0,6019.0,645171.0,230426.0,292928.0,352160.0,83.0,6498.0,638673.0,645171.0,875597
05/03/2021,Karnataka,969157.0,41281.0,6039.0,661097.0,236171.0,301588.0,359425.0,84.0,6536.0,654561.0,661097.0,897268
06/03/2021,Karnataka,986718.0,56159.0,6132.0,678604.0,244803.0,310707.0,367813.0,84.0,6561.0,672043.0,678604.0,923407
07/03/2021,Karnataka,988322.0,65298.0,6200.0,680182.0,245649.0,311451.0,368647.0,84.0,6560.0,673622.0,680182.0,925831
08/03/2021,Karnataka,1038760.0,68505.0,6238.0,729461.0,264921.0,336214.0,393159.0,88.0,6613.0,722848.0,729461.0,994382
09/03/2021,Karnataka,1076660.0,78945.0,6266.0,767080.0,277403.0,355748.0,411237.0,95.0,6738.0,760342.0,767080.0,1044483
10/03/2021,Karnataka,1154593.0,103172.0,6321.0,844107.0,298099.0,395038.0,448962.0,107.0,6792.0,837315.0,844107.0,1142206
11/03/2021,Karnataka,1168152.0,115199.0,6358.0,857731.0,301913.0,401863.0,455760.0,108.0,6794.0,850937.0,857731.0,1159644
12/03/2021,Karnataka,1261264.0,125035.0,6447.0,949585.0,318572.0,449140.0,500328.0,117.0,6876.0,942709.0,949585.0,1268157
13/03/2021,Karnataka,1307283.0,129629.0,6493.0,995126.0,325797.0,472136.0,522871.0,119.0,6998.0,988128.0,995126.0,1320923
14/03/2021,Karnataka,1325977.0,133481.0,6564.0,1013688.0,326840.0,481148.0,532419.0,121.0,7024.0,1006664.0,1013688.0,1340528
15/03/2021,Karnataka,1487452.0,137542.0,6599.0,1171133.0,340253.0,558454.0,612548.0,131.0,8441.0,1162692.0,1171133.0,1511386
16/03/2021,Karnataka,1589597.0,139918.0,6633.0,1273399.0,350948.0,609421.0,663839.0,139.0,11618.0,1261781.0,1273399.0,1624347
17/03/2021,Karnataka,1812841.0,142942.0,6674.0,1493510.0,364581.0,713374.0,779977.0,159.0,16165.0,1477345.0,1493510.0,1858091
18/03/2021,Karnataka,1912226.0,145476.0,6700.0,1592296.0,373211.0,761073.0,831054.0,169.0,23004.0,1569292.0,1592296.0,1965507
19/03/2021,Karnataka,2146883.0,149448.0,6820.0,1815249.0,384826.0,864983.0,950079.0,187.0,34690.0,1780559.0,1815249.0,2200075
20/03/2021,Karnataka,2329242.0,153275.0,6898.0,1998992.0,396521.0,951389.0,1047401.0,202.0,60038.0,1938954.0,1998992.0,2395513
21/03/2021,Karnataka,2353810.0,156343.0,6987.0,2028568.0,397934.0,965264.0,1063097.0,207.0,64900.0,1963668.0,2028568.0,2426502
22/03/2021,Karnataka,2550606.0,159698.0,7168.0,2207182.0,407034.0,1046710.0,1160244.0,228.0,103604.0,2103578.0,2207182.0,2614216
23/03/2021,Karnataka,2670263.0,164973.0,7355.0,2340530.0,416031.0,1108666.0,1231624.0,240.0,153609.0,2186921.0,2340530.0,2756561
24/03/2021,Karnataka,2841243.0,169246.0,7477.0,2509495.0,424897.0,1186537.0,1322700.0,258.0,216427.0,2293068.0,2509495.0,2934392
25/03/2021,Karnataka,2926815.0,172209.0,7555.0,2594009.0,429561.0,1226160.0,1367585.0,264.0,259491.0,2334518.0,2594009.0,3023570
26/03/2021,Karnataka,3079674.0,176212.0,7621.0,2742455.0,437153.0,1295085.0,1447096.0,274.0,310426.0,2432029.0,2742455.0,3179608
27/03/2021,Karnataka,3191358.0,179088.0,7669.0,2855072.0,442710.0,1347501.0,1507282.0,289.0,339175.0,2515897.0,2855072.0,3297782
28/03/2021,Karnataka,3208981.0,183138.0,7737.0,2873457.0,443224.0,1356317.0,1516848.0,292.0,341706.0,2531751.0,2873457.0,3316681
29/03/2021,Karnataka,3338633.0,190695.0,7816.0,3001113.0,449073.0,1413461.0,1587351.0,301.0,361832.0,2639281.0,3001113.0,3450186
30/03/2021,Karnataka,3448373.0,205423.0,7969.0,3109136.0,454928.0,1462176.0,1646644.0,316.0,378111.0,2731025.0,3109136.0,3564064
31/03/2021,Karnataka,3587596.0,223996.0,8605.0,3246599.0,462573.0,1524502.0,1721764.0,333.0,393729.0,2852870.0,3246599.0,3709172
01/04/2021,Karnataka,3705712.0,242387.0,9326.0,3353407.0,466835.0,1573731.0,1779332.0,344.0,404939.0,2948468.0,3353407.0,3820242
02/04/2021,Karnataka,3877221.0,257220.0,9862.0,3523151.0,471942.0,1652026.0,1870761.0,364.0,418711.0,3104440.0,3523151.0,3995093
03/04/2021,Karnataka,4059640.0,269363.0,10190.0,3688952.0,477129.0,1728472.0,1960097.0,383.0,429129.0,3259823.0,3688952.0,4166081
04/04/2021,Karnataka,4108669.0,510310.0,4510.0,4108669.0,483676.0,1936005.0,2172207.0,457.0,464461.0,4127884.0,4108669.0,4592345
05/04/2021,Karnataka,4274168.0,675771.0,6103.0,4274168.0,490923.0,2009976.0,2263714.0,478.0,478207.0,4286884.0,4274168.0,4765091
06/04/2021,Karnataka,4378738.0,705350.0,6304.0,4378738.0,495705.0,2057498.0,2320752.0,488.0,491658.0,4382785.0,4378738.0,4874443
07/04/2021,Karnataka,4681696.0,743223.0,6734.0,4681696.0,511393.0,2194018.0,2487150.0,528.0,522784.0,4670305.0,4681696.0,5193089
08/04/2021,Karnataka,4936256.0,739551.0,6527.0,4936256.0,526914.0,2310232.0,2625464.0,560.0,541190.0,4921980.0,4936256.0,5463170
09/04/2021,Karnataka,5241266.0,817850.0,7338.0,5241266.0,546963.0,2451971.0,2788693.0,602.0,555182.0,5233047.0,5241266.0,5788229
10/04/2021,Karnataka,5502062.0,752250.0,6838.0,5502062.0,564395.0,2575155.0,2926258.0,649.0,566845.0,5499612.0,5502062.0,6066457
11/04/2021,Karnataka,5635988.0,692240.0,6163.0,5635988.0,572552.0,2640037.0,2995283.0,668.0,572077.0,5636463.0,5635988.0,6208540
12/04/2021,Karnataka,5814005.0,779510.0,6980.0,5814005.0,593146.0,2729159.0,3084145.0,701.0,578395.0,5828756.0,5814005.0,6407151
13/04/2021,Karnataka,5848181.0,679710.0,6051.0,5848181.0,598268.0,2747459.0,3100011.0,711.0,580152.0,5866297.0,5848181.0,6446449
14/04/2021,Karnataka,5935191.0,702910.0,6246.0,5935191.0,615187.0,2789071.0,3145397.0,723.0,585978.0,5964400.0,5935191.0,6550378
15/04/2021,Karnataka,6060959.0,713610.0,6219.0,6060959.0,643343.0,2847597.0,3212623.0,739.0,595970.0,6108332.0,6060959.0,6704302
16/04/2021,Karnataka,6226534.0,753660.0,6538.0,6226534.0,683677.0,2925945.0,3299828.0,761.0,613354.0,6296857.0,6226534.0,6910211
17/04/2021,Karnataka,6449119.0,740050.0,6682.0,6449119.0,742766.0,3031185.0,3417138.0,796.0,642055.0,6549830.0,6449119.0,7191885
18/04/2021,Karnataka,6532361.0,707510.0,6265.0,6532361.0,764180.0,3071706.0,3459851.0,804.0,654574.0,6641967.0,6532361.0,7296541
19/04/2021,Karnataka,6710926.0,810010.0,7256.0,6710926.0,831814.0,3157425.0,3552673.0,828.0,688768.0,6853972.0,6710926.0,7542740
20/04/2021,Karnataka,6871164.0,829600.0,7385.0,6871164.0,897177.0,3236053.0,3634252.0,859.0,723260.0,7045081.0,6871164.0,7768341
21/04/2021,Karnataka,7004724.0,774590.0,6960.0,7004724.0,952974.0,3302074.0,3701769.0,881.0,753927.0,7203771.0,7004724.0,7957698
16/01/2021,Kerala,292366.0,147.0,134.0,1681.0,0.0,593.0,1088.0,0.0,0.0,1681.0,1681.0,1681
17/01/2021,Kerala,293075.0,317.0,156.0,1836.0,0.0,643.0,1193.0,0.0,0.0,1836.0,1836.0,1836
18/01/2021,Kerala,292909.0,488.0,180.0,2566.0,0.0,746.0,1820.0,0.0,0.0,2566.0,2566.0,2566
19/01/2021,Kerala,297898.0,544.0,185.0,5355.0,0.0,1529.0,3826.0,0.0,0.0,5355.0,5355.0,5355
20/01/2021,Kerala,298428.0,716.0,216.0,5398.0,0.0,1552.0,3846.0,0.0,0.0,5398.0,5398.0,5398
21/01/2021,Kerala,304200.0,883.0,236.0,9175.0,0.0,2557.0,6618.0,0.0,0.0,9175.0,9175.0,9175
22/01/2021,Kerala,308583.0,1003.0,259.0,15501.0,0.0,4180.0,11321.0,0.0,0.0,15501.0,15501.0,15501
23/01/2021,Kerala,313559.0,1165.0,308.0,21944.0,0.0,5715.0,16229.0,0.0,0.0,21944.0,21944.0,21944
24/01/2021,Kerala,314892.0,1252.0,333.0,23324.0,0.0,6036.0,17288.0,0.0,0.0,23324.0,23324.0,23324
25/01/2021,Kerala,322973.0,1302.0,347.0,43561.0,0.0,11213.0,32347.0,1.0,0.0,43561.0,43561.0,43561
26/01/2021,Kerala,324617.0,1462.0,374.0,43766.0,0.0,11269.0,32496.0,1.0,0.0,43766.0,43766.0,43766
27/01/2021,Kerala,329559.0,1792.0,416.0,58323.0,0.0,15292.0,43030.0,1.0,0.0,58323.0,58323.0,58323
28/01/2021,Kerala,337105.0,2140.0,535.0,82794.0,0.0,21316.0,61477.0,1.0,0.0,82794.0,82794.0,82794
29/01/2021,Kerala,346576.0,2435.0,588.0,110719.0,0.0,27902.0,82814.0,3.0,0.0,110719.0,110719.0,110719
30/01/2021,Kerala,358394.0,2772.0,647.0,134225.0,0.0,33810.0,100409.0,6.0,0.0,134225.0,134225.0,134225
31/01/2021,Kerala,361092.0,3136.0,712.0,140906.0,0.0,35488.0,105412.0,6.0,0.0,140906.0,140906.0,140906
01/02/2021,Kerala,372219.0,3562.0,759.0,173482.0,0.0,43684.0,129791.0,7.0,0.0,173482.0,173482.0,173482
02/02/2021,Kerala,387624.0,3948.0,789.0,204449.0,0.0,51042.0,153398.0,9.0,0.0,204449.0,204449.0,204449
03/02/2021,Kerala,401801.0,4462.0,827.0,225664.0,0.0,56100.0,169554.0,10.0,0.0,225664.0,225664.0,225664
04/02/2021,Kerala,420049.0,4740.0,837.0,250831.0,0.0,61871.0,188949.0,11.0,0.0,250831.0,250831.0,250831
05/02/2021,Kerala,435068.0,4860.0,841.0,266068.0,0.0,65605.0,200452.0,11.0,0.0,266068.0,266068.0,266068
06/02/2021,Kerala,456322.0,4960.0,866.0,271731.0,0.0,67041.0,204679.0,11.0,0.0,271731.0,271731.0,271731
07/02/2021,Kerala,471671.0,5197.0,883.0,272221.0,0.0,67185.0,205025.0,11.0,0.0,272221.0,272221.0,272221
08/02/2021,Kerala,499729.0,5418.0,893.0,287787.0,0.0,71255.0,216521.0,11.0,0.0,287787.0,287787.0,287787
09/02/2021,Kerala,518828.0,5579.0,898.0,302655.0,0.0,75265.0,227379.0,11.0,1.0,302654.0,302655.0,302655
10/02/2021,Kerala,529963.0,5763.0,929.0,306802.0,0.0,76472.0,230319.0,11.0,1.0,306801.0,306802.0,306802
11/02/2021,Kerala,537996.0,6174.0,1022.0,314425.0,0.0,81044.0,233370.0,11.0,563.0,313862.0,314425.0,314425
12/02/2021,Kerala,549240.0,6538.0,1053.0,326974.0,0.0,90610.0,236353.0,11.0,8514.0,318460.0,326974.0,326974
13/02/2021,Kerala,560660.0,6720.0,1057.0,338167.0,0.0,99315.0,238841.0,11.0,18256.0,319911.0,338167.0,338167
14/02/2021,Kerala,562895.0,6953.0,1061.0,340407.0,45.0,100976.0,239420.0,11.0,20439.0,319968.0,340407.0,340452
15/02/2021,Kerala,575339.0,7275.0,1065.0,353940.0,3323.0,109097.0,244832.0,11.0,28363.0,325577.0,353940.0,357263
16/02/2021,Kerala,587393.0,7495.0,1065.0,370481.0,12148.0,117056.0,253413.0,12.0,33717.0,336764.0,370481.0,382629
17/02/2021,Kerala,603459.0,7778.0,1067.0,377376.0,15388.0,120403.0,256961.0,12.0,36217.0,341159.0,377376.0,392764
18/02/2021,Kerala,597345.0,8065.0,1067.0,377981.0,23336.0,123526.0,254442.0,13.0,42079.0,335902.0,377981.0,401317
19/02/2021,Kerala,623481.0,8370.0,1080.0,400463.0,32101.0,131165.0,269285.0,13.0,47318.0,353145.0,400463.0,432564
20/02/2021,Kerala,689231.0,8533.0,1090.0,406728.0,38833.0,134630.0,272085.0,13.0,52144.0,354584.0,406728.0,445561
21/02/2021,Kerala,808701.0,8724.0,1109.0,407098.0,38841.0,134841.0,272244.0,13.0,52355.0,354743.0,407098.0,445939
22/02/2021,Kerala,922971.0,9064.0,1132.0,413599.0,56034.0,138369.0,275217.0,13.0,57459.0,356140.0,413599.0,469633
23/02/2021,Kerala,954097.0,9413.0,1149.0,422676.0,62077.0,143120.0,279543.0,13.0,60036.0,362640.0,422676.0,484753
24/02/2021,Kerala,979890.0,10099.0,1290.0,431070.0,70173.0,147423.0,283634.0,13.0,60822.0,370248.0,431070.0,501243
25/02/2021,Kerala,1015697.0,10996.0,1408.0,449826.0,88541.0,156111.0,293702.0,13.0,61483.0,388343.0,449826.0,538367
26/02/2021,Kerala,1018799.0,11310.0,1445.0,489113.0,104220.0,173522.0,315577.0,14.0,62561.0,426552.0,489113.0,593333
27/02/2021,Kerala,1018799.0,11310.0,1445.0,489113.0,104220.0,173522.0,315577.0,14.0,62561.0,426552.0,489113.0,593333
28/02/2021,Kerala,1018800.0,11510.0,1448.0,489113.0,104220.0,173522.0,315577.0,14.0,62561.0,426552.0,489113.0,593333
01/03/2021,Kerala,1018800.0,13924.0,1580.0,489113.0,104220.0,173522.0,315577.0,14.0,62561.0,426552.0,489113.0,593333
02/03/2021,Kerala,1043254.0,15275.0,1603.0,534490.0,118709.0,195372.0,339100.0,18.0,62855.0,471635.0,534490.0,653199
03/03/2021,Kerala,1061461.0,18076.0,1713.0,564199.0,127659.0,209978.0,354203.0,18.0,63138.0,501061.0,564199.0,691858
04/03/2021,Kerala,1103170.0,20736.0,1799.0,627900.0,147038.0,240900.0,386981.0,19.0,63956.0,563944.0,627900.0,774938
05/03/2021,Kerala,1145674.0,23620.0,1892.0,689867.0,166330.0,270499.0,419345.0,23.0,64566.0,625301.0,689867.0,856197
06/03/2021,Kerala,1192420.0,25728.0,1925.0,756016.0,187155.0,301470.0,454518.0,28.0,64997.0,691019.0,756016.0,943171
07/03/2021,Kerala,1200020.0,26700.0,1943.0,767969.0,188358.0,307239.0,460702.0,28.0,64997.0,702972.0,767969.0,956327
08/03/2021,Kerala,1250610.0,30151.0,1987.0,829751.0,209019.0,337866.0,491853.0,32.0,65335.0,764416.0,829751.0,1038770
09/03/2021,Kerala,1296060.0,31450.0,2001.0,882614.0,227996.0,364094.0,518483.0,37.0,65913.0,816701.0,882614.0,1110610
10/03/2021,Kerala,1319705.0,35572.0,2068.0,908813.0,240021.0,376311.0,532462.0,40.0,65993.0,842820.0,908813.0,1148834
11/03/2021,Kerala,1346021.0,37342.0,2122.0,937804.0,249459.0,389724.0,548037.0,43.0,66140.0,871664.0,937804.0,1187263
12/03/2021,Kerala,1408973.0,40224.0,2152.0,1004716.0,269548.0,421252.0,583415.0,49.0,66737.0,937979.0,1004716.0,1274264
13/03/2021,Kerala,1444442.0,42355.0,2185.0,1042086.0,279614.0,438226.0,603811.0,49.0,67645.0,974441.0,1042086.0,1321700
14/03/2021,Kerala,1447841.0,43888.0,2222.0,1045645.0,280408.0,439861.0,605735.0,49.0,67646.0,977999.0,1045645.0,1326053
15/03/2021,Kerala,1515240.0,46723.0,2288.0,1115552.0,296711.0,472803.0,642691.0,58.0,68602.0,1046950.0,1115552.0,1412263
16/03/2021,Kerala,1583900.0,49656.0,2338.0,1187342.0,311430.0,506136.0,681142.0,64.0,69561.0,1117781.0,1187342.0,1498772
17/03/2021,Kerala,1616824.0,52971.0,2374.0,1221340.0,320299.0,522022.0,699253.0,65.0,70018.0,1151322.0,1221340.0,1541639
18/03/2021,Kerala,1689779.0,55958.0,2411.0,1296378.0,332307.0,556996.0,739312.0,70.0,70968.0,1225410.0,1296378.0,1628685
19/03/2021,Kerala,1758694.0,58439.0,2477.0,1365098.0,341960.0,588267.0,776754.0,77.0,71643.0,1293455.0,1365098.0,1707058
20/03/2021,Kerala,1824612.0,60499.0,2508.0,1432902.0,350588.0,618681.0,814142.0,79.0,72688.0,1360214.0,1432902.0,1783490
21/03/2021,Kerala,1828272.0,62255.0,2601.0,1437604.0,351252.0,620878.0,816646.0,80.0,72759.0,1364845.0,1437604.0,1788856
22/03/2021,Kerala,1915795.0,65236.0,2682.0,1520242.0,358497.0,658805.0,861351.0,86.0,73743.0,1446499.0,1520242.0,1878739
23/03/2021,Kerala,1997970.0,67513.0,2708.0,1607463.0,371524.0,698716.0,908652.0,95.0,75319.0,1532144.0,1607463.0,1978987
24/03/2021,Kerala,2040995.0,69402.0,2747.0,1650371.0,375508.0,718555.0,931715.0,101.0,75784.0,1574587.0,1650371.0,2025879
25/03/2021,Kerala,2135201.0,71299.0,2780.0,1744033.0,381311.0,761422.0,982504.0,107.0,76745.0,1667288.0,1744033.0,2125344
26/03/2021,Kerala,2215200.0,72973.0,2807.0,1823895.0,385701.0,797170.0,1026609.0,116.0,77418.0,1746477.0,1823895.0,2209596
27/03/2021,Kerala,2291657.0,75496.0,2843.0,1899978.0,389543.0,831303.0,1068552.0,123.0,78081.0,1821897.0,1899978.0,2289521
28/03/2021,Kerala,2298496.0,76652.0,2861.0,1907129.0,389710.0,834586.0,1072420.0,123.0,78082.0,1829047.0,1907129.0,2296839
29/03/2021,Kerala,2400587.0,78437.0,2878.0,2007746.0,394099.0,878546.0,1129061.0,139.0,78787.0,1928959.0,2007746.0,2401845
30/03/2021,Kerala,2503222.0,80507.0,2896.0,2109626.0,400171.0,922644.0,1186837.0,145.0,79507.0,2030119.0,2109626.0,2509797
31/03/2021,Kerala,2545534.0,82234.0,2921.0,2152599.0,403735.0,941173.0,1211279.0,147.0,80053.0,2072546.0,2152599.0,2556334
01/04/2021,Kerala,2595229.0,83783.0,2934.0,2199560.0,406287.0,961306.0,1238104.0,150.0,80260.0,2119300.0,2199560.0,2605847
02/04/2021,Kerala,2627789.0,85169.0,2953.0,2233136.0,408622.0,975963.0,1257020.0,153.0,80537.0,2152599.0,2233136.0,2641758
03/04/2021,Kerala,2701499.0,87025.0,2972.0,2296271.0,414020.0,1001558.0,1294558.0,155.0,80725.0,2215546.0,2296271.0,2710291
04/04/2021,Kerala,3463563.0,66010.0,458.0,3463563.0,424768.0,1575071.0,1888134.0,358.0,143892.0,3744439.0,3463563.0,3888331
05/04/2021,Kerala,3573568.0,218935.0,1570.0,3573568.0,431649.0,1620368.0,1952832.0,368.0,144425.0,3860792.0,3573568.0,4005217
06/04/2021,Kerala,3608126.0,93940.0,713.0,3608126.0,434218.0,1635201.0,1972554.0,371.0,144684.0,3897660.0,3608126.0,4042344
07/04/2021,Kerala,3698854.0,201340.0,1308.0,3698854.0,441833.0,1673913.0,2024554.0,387.0,145437.0,3995250.0,3698854.0,4140687
08/04/2021,Kerala,3899533.0,259252.0,1692.0,3899533.0,457415.0,1757681.0,2141438.0,414.0,146408.0,4210540.0,3899533.0,4356948
09/04/2021,Kerala,4099009.0,262105.0,1730.0,4099009.0,476570.0,1841931.0,2256641.0,437.0,147850.0,4427729.0,4099009.0,4575579
10/04/2021,Kerala,4270854.0,224225.0,1520.0,4270854.0,492896.0,1915320.0,2355073.0,461.0,149328.0,4614422.0,4270854.0,4763750
11/04/2021,Kerala,4333798.0,134861.0,867.0,4333798.0,496868.0,1944347.0,2388985.0,466.0,149990.0,4680676.0,4333798.0,4830666
12/04/2021,Kerala,4571524.0,290180.0,1822.0,4571524.0,526491.0,2045082.0,2525926.0,516.0,152985.0,4945030.0,4571524.0,5098015
13/04/2021,Kerala,4714085.0,271852.0,1736.0,4714085.0,553088.0,2109225.0,2604323.0,537.0,156460.0,5110713.0,4714085.0,5267173
14/04/2021,Kerala,4730173.0,118910.0,900.0,4730173.0,557313.0,2117216.0,2612419.0,538.0,157699.0,5129787.0,4730173.0,5287486
15/04/2021,Kerala,4899502.0,245990.0,1658.0,4899502.0,597051.0,2193316.0,2705623.0,563.0,172708.0,5323845.0,4899502.0,5496553
16/04/2021,Kerala,5040807.0,217590.0,1531.0,5040807.0,639307.0,2257490.0,2782737.0,580.0,199162.0,5480952.0,5040807.0,5680114
17/04/2021,Kerala,5158591.0,154580.0,1165.0,5158591.0,673957.0,2312598.0,2845392.0,601.0,240926.0,5591622.0,5158591.0,5832548
18/04/2021,Kerala,5189796.0,122710.0,880.0,5189796.0,680436.0,2328909.0,2860281.0,606.0,255745.0,5614487.0,5189796.0,5870232
19/04/2021,Kerala,5299053.0,203991.0,1441.0,5299053.0,727279.0,2381261.0,2917173.0,619.0,288756.0,5737576.0,5299053.0,6026332
20/04/2021,Kerala,5443386.0,192246.0,1429.0,5443386.0,800229.0,2449699.0,2993054.0,633.0,312000.0,5931615.0,5443386.0,6243615
21/04/2021,Kerala,5512304.0,170365.0,1213.0,5512304.0,841296.0,2483037.0,3028625.0,642.0,322945.0,6030655.0,5512304.0,6353600
16/01/2021,Ladakh,9378.0,1.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,9
17/01/2021,Ladakh,9621.0,2.0,2.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,9
18/01/2021,Ladakh,11660.0,3.0,3.0,64.0,0.0,15.0,49.0,0.0,0.0,64.0,64.0,64
19/01/2021,Ladakh,11856.0,4.0,4.0,64.0,0.0,15.0,49.0,0.0,0.0,64.0,64.0,64
20/01/2021,Ladakh,11899.0,5.0,5.0,66.0,0.0,16.0,50.0,0.0,0.0,66.0,66.0,66
21/01/2021,Ladakh,11899.0,10.0,7.0,66.0,0.0,16.0,50.0,0.0,0.0,66.0,66.0,66
22/01/2021,Ladakh,12137.0,12.0,9.0,164.0,0.0,43.0,121.0,0.0,0.0,164.0,164.0,164
23/01/2021,Ladakh,12458.0,12.0,9.0,330.0,0.0,98.0,232.0,0.0,0.0,330.0,330.0,330
24/01/2021,Ladakh,12567.0,13.0,10.0,337.0,0.0,104.0,233.0,0.0,0.0,337.0,337.0,337
25/01/2021,Ladakh,12777.0,14.0,11.0,461.0,0.0,148.0,313.0,0.0,0.0,461.0,461.0,461
